epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,735.469,3.21787,4.75184,3.88423,0.80019,0.02511,0.01768,0.00615,2.53811,3.19207,3.02211,0.00380635,0.00380635,0.00380635
2,1434.71,2.14772,3.11603,2.50938,0.3025,0.11624,0.09062,0.04209,1.90075,2.38966,2.23383,0.00667144,0.00667144,0.00667144
3,2120.56,1.81376,2.51313,2.08664,0.28733,0.22718,0.1829,0.09613,1.67861,2.04042,1.96059,0.00752572,0.00752572,0.00752572
4,2805.37,1.66733,2.21469,1.91088,0.37105,0.27078,0.2537,0.14494,1.57562,1.83328,1.83392,0.00628859,0.00628859,0.00628859
5,3489.49,1.58239,2.03727,1.81799,0.40669,0.30724,0.30469,0.17952,1.51466,1.71651,1.76331,0.00505145,0.00505145,0.00505145
6,4173.55,1.52091,1.91992,1.75381,0.44286,0.33339,0.33423,0.20187,1.47512,1.64215,1.71944,0.00381431,0.00381431,0.00381431
7,4856.12,1.4852,1.83671,1.71494,0.45703,0.34962,0.3524,0.21516,1.45115,1.59303,1.69421,0.00257718,0.00257718,0.00257718
8,5540.95,1.45279,1.77815,1.68694,0.47321,0.35607,0.36276,0.22318,1.43834,1.56837,1.6791,0.00134004,0.00134004,0.00134004
1,738.152,2.96346,4.89479,3.45354,0.67583,0.02913,0.02322,0.00854,2.31218,3.23044,2.66439,0.00325346,0.00325346,0.00325346
2,1440.7,1.96515,3.17212,2.21408,0.18342,0.14744,0.10598,0.05036,1.76734,2.46599,1.99793,0.00570226,0.00570226,0.00570226
3,2130.18,1.68951,2.59854,1.87674,0.31998,0.25012,0.20295,0.10896,1.5871,2.11431,1.78112,0.00734582,0.00734582,0.00734582
4,2814.34,1.56587,2.31497,1.73228,0.41676,0.28269,0.27887,0.15783,1.48212,1.90821,1.66546,0.00628803,0.00628803,0.00628803
5,3498.68,1.48132,2.12165,1.64114,0.46828,0.31408,0.32629,0.19222,1.42279,1.78214,1.59585,0.0050507,0.0050507,0.0050507
6,4181.65,1.42051,1.99653,1.58293,0.48452,0.34078,0.35382,0.21401,1.3882,1.70481,1.55688,0.00381337,0.00381337,0.00381337
7,4866.61,1.38379,1.90368,1.54721,0.51267,0.3524,0.3723,0.2279,1.36781,1.65871,1.53351,0.00257605,0.00257605,0.00257605
8,5550.25,1.35249,1.82887,1.51798,0.50956,0.36483,0.38275,0.2361,1.35464,1.63058,1.51967,0.00133873,0.00133873,0.00133873
1,734.203,3.35059,2.90545,3.56675,0.80598,0.03123,0.02584,0.0097,2.55343,1.90364,2.68589,0.00379393,0.00379393,0.00379393
2,1432.98,2.17694,1.9054,2.2398,0.33745,0.15191,0.11102,0.05341,1.99637,1.47379,2.0418,0.00664936,0.00664936,0.00664936
3,2118.81,1.89685,1.56534,1.92162,0.29838,0.23332,0.19009,0.10336,1.79719,1.28136,1.82739,0.00752488,0.00752488,0.00752488
4,2802.96,1.7612,1.39554,1.78523,0.35711,0.27087,0.25077,0.14379,1.69351,1.16151,1.72812,0.00628731,0.00628731,0.00628731
5,3487.84,1.6787,1.28989,1.7068,0.40864,0.30934,0.29856,0.17788,1.63104,1.09025,1.66338,0.00504975,0.00504975,0.00504975
6,4172.86,1.61739,1.22233,1.65525,0.43104,0.33256,0.32455,0.19838,1.59475,1.04649,1.62946,0.00381219,0.00381219,0.00381219
7,4857.04,1.57807,1.16914,1.62103,0.45664,0.34238,0.34192,0.21008,1.57105,1.0186,1.60612,0.00257463,0.00257463,0.00257463
8,5541.73,1.54222,1.12961,1.59286,0.47252,0.34365,0.35191,0.21858,1.55789,1.00191,1.59359,0.00133706,0.00133706,0.00133706
1,731.657,3.1925,3.25598,3.54021,0.44911,0.0416,0.03927,0.01629,2.37988,2.08864,2.58163,0.00408455,0.00408455,0.00408455
2,1426.92,2.07931,2.08733,2.21762,0.36539,0.17829,0.14382,0.07285,1.93658,1.64872,2.05592,0.00716077,0.00716077,0.00716077
3,2111.85,1.85198,1.75524,1.95691,0.31098,0.25476,0.22132,0.12564,1.75839,1.42749,1.85828,0.00752992,0.00752992,0.00752992
4,2794.85,1.7312,1.57823,1.8311,0.39629,0.2915,0.29109,0.17256,1.66991,1.30127,1.7673,0.00629489,0.00629489,0.00629489
5,3478.92,1.65607,1.47293,1.76332,0.46258,0.31801,0.33168,0.20342,1.60515,1.22479,1.70767,0.00505985,0.00505985,0.00505985
6,4163.54,1.60007,1.39335,1.71233,0.47139,0.34565,0.35781,0.22288,1.57038,1.17608,1.67154,0.00382481,0.00382481,0.00382481
7,4847.38,1.55507,1.33082,1.67384,0.4833,0.35944,0.37384,0.23576,1.5481,1.14401,1.64769,0.00258977,0.00258977,0.00258977
8,5531.14,1.52469,1.28912,1.65108,0.48672,0.36899,0.38652,0.24485,1.53343,1.12555,1.63414,0.00135474,0.00135474,0.00135474
1,731.518,3.19875,3.25849,3.82668,0.82997,0.04276,0.03894,0.01583,2.38754,2.11139,2.8101,0.00408455,0.00408455,0.00408455
2,1428.62,2.09675,2.09225,2.4046,0.25233,0.20555,0.15259,0.07665,1.95449,1.6538,2.23442,0.00716077,0.00716077,0.00716077
3,2113.64,1.86629,1.76082,2.1238,0.33543,0.26033,0.22532,0.12637,1.7699,1.43225,2.01801,0.00752992,0.00752992,0.00752992
4,2797.53,1.7428,1.58431,1.98457,0.47013,0.28452,0.30153,0.17891,1.67137,1.30454,1.9122,0.00629489,0.00629489,0.00629489
5,3481.82,1.66222,1.46744,1.90179,0.4687,0.3301,0.33829,0.20696,1.60899,1.21926,1.84323,0.00505985,0.00505985,0.00505985
6,4165.06,1.59907,1.38986,1.84488,0.50837,0.34958,0.36638,0.22902,1.56933,1.16911,1.80039,0.00382481,0.00382481,0.00382481
